adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,theaters,total_gross,year
"$20,165,400","$46,281,700",$26 million,3/21,Sony / Screen Gems,Horror Thriller,Legion (2010),1/22,78,R,"January 22, 2010",1 hrs. 40 min.,SGem,"2,476","$40,168,080",2010
"$13,663,100","$45,150,100",$55 million,2/10,Sony / Screen Gems,Musical,Burlesque,11/24,79,PG-13,"November 24, 2010",1 hrs. 40 min.,SGem,"3,037","$39,440,655",2010
"$18,513,100","$45,100,500",$20 million,5/20,Overture Films,Horror,The Crazies,2/26,80,R,"February 26, 2010",1 hrs. 41 min.,Over.,"2,479","$39,123,589",2010
"$14,183,700","$43,589,300",$35 million,7/22,CBS Films,Romantic Comedy,The Back-Up Plan,4/23,81,PG-13,"April 23, 2010",1 hrs. 38 min.,CBS,"3,280","$37,490,007",2010
"$14,497,800","$43,536,600",$20 million,11/11,Fox,Horror Comedy,Vampires Suck,8/18,82,PG-13,"August 18, 2010",1 hrs. 20 min.,Fox,"3,233","$36,661,504",2010
"$22,296,600","$43,148,000",$21 million,1/20,Lionsgate,Drama,For Colored Girls,11/5,83,R,"November 5, 2010",2 hrs. 0 min.,LGF,"2,127","$37,729,698",2010
"$15,656,100","$42,275,500",$20 million,11/4,Focus Features,Drama / Thriller,The American,9/1,84,R,"September 1, 2010",1 hrs. 45 min.,Focus,"2,833","$35,606,376",2010
"$16,487,200","$40,470,400",$100 million,5/6,Universal,Thriller,Green Zone,3/12,85,R,"March 12, 2010",1 hrs. 55 min.,Uni.,"3,004","$35,053,660",2010
"$14,600,600","$39,481,100",,11/18,Universal,Horror,Devil,9/17,86,PG-13,"September 17, 2010",1 hrs. 20 min.,Uni.,"2,811","$33,601,190",2010
"$13,483,900","$39,228,200",$50 million,9/16,Fox,Family Comedy,Marmaduke,6/4,87,PG,"June 4, 2010",1 hrs. 27 min.,Fox,"3,213","$33,644,788",2010
"$14,229,700","$37,654,700",,4/15,Buena Vista,Romantic Comedy,When in Rome,1/29,88,PG-13,"January 29, 2010",1 hrs. 31 min.,BV,"2,456","$32,680,633",2010
"$252,000","$37,450,000",$50 million,1/13,Warner Bros.,Drama,Hereafter,10/15,89,PG-13,"October 15, 2010",2 hrs. 9 min.,WB,"2,424","$32,746,941",2010
"$12,605,200","$37,448,600",$60 million,10/7,Universal,Action Comedy,Scott Pilgrim vs. the World,8/13,90,PG-13,"August 13, 2010",1 hrs. 53 min.,Uni.,"2,820","$31,524,275",2010
"$11,137,400","$37,042,500",$30 million,2/17,Fox,Comedy / Drama,Love and Other Drugs,11/24,91,R,"November 24, 2010",1 hrs. 53 min.,Fox,"2,458","$32,367,005",2010
"$14,710,200","$37,023,200",$44 million,9/16,Universal,Drama,Charlie St. Cloud,7/30,92,PG-13,"July 30, 2010",1 hrs. 30 min.,Uni.,"2,725","$31,162,545",2010
"$11,263,100","$36,984,700",$20 million,5/20,Paramount,Romantic Comedy,She's Out of My League,3/12,93,R,"March 12, 2010",1 hrs. 44 min.,Par.,"2,958","$32,010,860",2010
"$17,452,000","$36,232,700",$20 million,2/11,Lionsgate,Horror,Daybreakers,1/8,94,R,"January 8, 2010",1 hrs. 38 min.,LGF,"2,523","$30,101,577",2010
"$10,524,600","$35,470,600",$40 million,1/20,Paramount,Comedy,Morning Glory,11/10,95,PG-13,"November 10, 2010",1 hrs. 42 min.,Par.,"2,544","$31,011,732",2010
"$8,559,300","$34,762,400",$120 million,1/27,Sony / Columbia,Comedy / Drama,How Do You Know,12/17,96,PG-13,"December 17, 2010",1 hrs. 56 min.,Sony,"2,483","$30,212,620",2010
"$9,988,900","$34,435,700",$35 million,10/28,Universal,Family,Nanny McPhee Returns,8/20,97,PG,"August 20, 2010",1 hrs. 40 min.,Uni.,"2,798","$29,011,215",2010
"$10,023,400","$32,983,600",$19 million,11/18,Miramax,Comedy,The Switch,8/20,98,PG-13,"August 20, 2010",1 hrs. 40 min.,Mira.,"2,017","$27,779,426",2010
"$13,563,200","$31,568,300",$10.5 million,11/18,Fox,Action / Adventure,Machete,9/3,99,R,"September 3, 2010",1 hrs. 45 min.,Fox,"2,678","$26,593,646",2010
"$15,382,200","$31,315,300",$17 million,5/20,Overture Films,Action / Crime,Brooklyn's Finest,3/5,100,R,"March 5, 2010",2 hrs. 13 min.,Over.,"1,939","$27,163,593",2010
"$10,013,100","$29,461,100",$19 million,3/4,Universal,Romantic Comedy,Leap Year,1/8,101,PG,"January 8, 2010",1 hrs. 37 min.,Uni.,"2,512","$25,918,920",2010
"$8,762,700","$29,345,700",$15 million,11/11,Fox,Family,Ramona and Beezus,7/23,102,G,"July 23, 2010",1 hrs. 44 min.,Fox,"2,719","$26,167,002",2010
"$9,432,600","$28,213,000",$20 million,12/16,Buena Vista,Comedy,You Again,9/24,103,PG,"September 24, 2010",1 hrs. 45 min.,BV,"2,548","$25,702,053",2010
"$11,339,100","$28,044,400",$24 million,11/18,Weinstein / Dimension,Horror,Piranha 3D,8/20,104,R,"August 20, 2010",1 hrs. 29 min.,W/Dim.,"2,491","$25,003,155",2010
"$10,217,200","$27,786,700",,12/2,Lionsgate,Animation,Alpha and Omega,9/17,105,PG,"September 17, 2010",1 hrs. 28 min.,LGF,"2,625","$25,107,267",2010
"$11,951,000","$27,703,600",$17 million,11/4,Warner Bros.,Comedy,Lottery Ticket,8/20,106,PG-13,"August 20, 2010",1 hrs. 39 min.,WB,"1,974","$24,719,879",2010
"$8,877,300","$27,367,900",$52 million,3/11,Lionsgate,Action,From Paris with Love,2/5,107,R,"February 5, 2010",1 hrs. 35 min.,LGF,"2,722","$24,077,427",2010
"$10,582,400","$26,447,300",$28 million,3/4,Lionsgate,Action Comedy,The Spy Next Door,1/15,108,PG,"January 15, 2010",1 hrs. 32 min.,LGF,"2,924","$24,307,086",2010
"$10,325,500","$25,896,700",$25 million,6/24,Warner Bros.,Action,The Losers,4/23,109,PG-13,"April 23, 2010",1 hrs. 38 min.,WB,"2,936","$23,591,432",2010
"$9,204,200","$25,106,200",$24 million,2/10,CBS Films,Action,Faster,11/24,110,R,"November 24, 2010",1 hrs. 38 min.,CBS,"2,470","$23,240,020",2010
"$9,094,600","$23,654,800",,8/5,Fox Searchlight,Romantic Comedy,Just Wright,5/14,111,PG,"May 14, 2010",1 hrs. 51 min.,FoxS,"1,831","$21,540,363",2010
"$552,000","$23,343,500",$4 million,10/21,Focus Features,Comedy,The Kids Are All Right,7/9,112,R,"July 9, 2010",1 hrs. 46 min.,Focus,994,"$20,811,365",2010
"$12,626,600","$23,277,300",$10 million,12/21,Universal,Thriller,Skyline,11/12,113,PG-13,"November 12, 2010",1 hrs. 40 min.,Uni.,"2,883","$21,393,620",2010
"$7,065,500","$22,839,600",$30 million,1/6,Lionsgate,Action Thriller,The Next Three Days,11/19,114,PG-13,"November 19, 2010",2 hrs. 2 min.,LGF,"2,564","$21,148,651",2010
"$32,900","$22,249,500",$15 million,2/17,Sony / Screen Gems,Music Drama,Country Strong,12/22,115,PG-13,"December 22, 2010",1 hrs. 52 min.,SGem,"1,441","$20,218,921",2010
"$8,301,700","$22,093,600",,6/17,Fox Searchlight,Comedy,Our Family Wedding,3/12,116,PG-13,"March 12, 2010",1 hrs. 30 min.,FoxS,"1,609","$20,255,281",2010
"$6,651,000","$21,326,200",$80 million,7/15,Buena Vista,Documentary,Oceans,4/22,117,G,"April 22, 2010",1 hrs. 43 min.,BV,"1,232","$19,422,319",2010
"$8,801,400","$20,785,600",$16 million,5/13,Summit Entertainment,Romance,Remember Me,3/12,118,PG-13,"March 12, 2010",2 hrs. 8 min.,Sum.,"2,215","$19,068,240",2010
"$286,000","$19,968,200",$18 million,4/14,Fox Searchlight,Drama,127 Hours,11/5,119,R,"November 5, 2010",1 hrs. 33 min.,FoxS,916,"$18,335,230",2010
"$7,724,400","$19,967,600",$32 million,10/21,Warner Bros. (New Line),Romantic Comedy,Going the Distance,9/3,120,R,"September 3, 2010",1 hrs. 37 min.,WB (NL),"3,030","$17,804,299",2010
"$7,275,200","$19,364,500",$35 million,7/15,Summit Entertainment,Family Comedy,Furry Vengeance,4/30,121,PG,"April 30, 2010",1 hrs. 32 min.,Sum.,"3,002","$17,630,465",2010
"$8,106,900","$18,697,100",$30 million,8/5,Warner Bros.,Sci-Fi Horror,Splice,6/4,122,R,"June 4, 2010",1 hrs. 44 min.,WB,"2,450","$17,010,170",2010
"$199,100","$16,987,300",$45 million,6/17,Summit Entertainment,Thriller,The Ghost Writer,2/19,123,PG-13,"February 19, 2010",2 hrs. 8 min.,Sum.,819,"$15,541,549",2010
"$7,494,900","$16,626,800",$18 million,3/25,Weinstein / Dimension,Comedy,Youth in Revolt,1/8,124,R,"January 8, 2010",1 hrs. 30 min.,W/Dim.,"1,873","$15,281,286",2010
"$7,388,900","$15,922,500",$25 million,11/4,Universal,Horror,My Soul to Take,10/8,125,R,"October 8, 2010",1 hrs. 47 min.,Uni.,"2,572","$14,744,435",2010
"$6,665,600","$15,009,500",$32 million,4/22,Universal,Sci-Fi Action,Repo Men,3/19,126,R,"March 19, 2010",1 hrs. 51 min.,Uni.,"2,521","$13,794,835",2010
"$5,778,100","$14,321,500",$26 million,11/18,Paramount Vantage,Horror Thriller,Case 39,10/1,127,R,"October 1, 2010",1 hrs. 49 min.,ParV,"2,212","$13,261,851",2010
"$6,542,000","$13,717,600",$31 million,2/11,CBS Films,Drama,Extraordinary Measures,1/22,128,PG,"January 22, 2010",1 hrs. 46 min.,CBS,"2,549","$12,068,313",2010
"$5,558,800","$13,104,500",$20 million,12/9,Overture Films,Horror,Let Me In,10/1,129,R,"October 1, 2010",1 hrs. 55 min.,Over.,"2,042","$12,134,935",2010
"$4,496,400","$12,040,500",$9 million,11/18,Fox,Sci-Fi Adventure,Avatar: Special Edition,8/27,130,PG-13,"August 27, 2010",2 hrs. 40 min.,Fox,812,"$10,741,486Domestic Lifetime Gross: $760,507,625",2010
"$5,905,000","$11,650,400",$47 million,8/12,Warner Bros.,Western,Jonah Hex,6/18,131,PG-13,"June 18, 2010",1 hrs. 21 min.,WB,"2,825","$10,547,117",2010
"$365,000","$11,115,400",$13 million,2/24,Music Box Films,Thriller,The Girl with the Dragon Tattoo,3/19,132,R,"March 19, 2010",2 hrs. 32 min.,MBox,202,"$10,095,170",2010
"$209,200","$10,678,300","$1,000,000",4/21,Weinstein Company,Drama,Blue Valentine,12/29,133,R,"December 29, 2010",1 hrs. 52 min.,Wein.,450,"$9,706,328",2010
"$703,100","$10,313,700",$22 million,2/17,Summit Entertainment,Action Thriller,Fair Game (2010),11/5,134,PG-13,"November 5, 2010",1 hrs. 48 min.,Sum.,436,"$9,540,691",2010
"$98,900","$10,266,600",$7 million,2/24,Sony Classics,Comedy,Get Low,7/30,135,PG-13,"July 30, 2010",1 hrs. 40 min.,SPC,570,"$9,176,933",2010
"$4,438,600","$9,276,300",$10 million,6/10,Universal,Comedy,MacGruber,5/21,136,R,"May 21, 2010",1 hrs. 28 min.,Uni.,"2,551","$8,525,600",2010
"$1,015,300","$8,557,600",,2/10,Music Box Films,Thriller,The Girl Who Played with Fire,7/9,137,R,"July 9, 2010",2 hrs. 9 min.,MBox,185,"$7,638,241",2010
"$199,500","$8,372,000",$7 million,10/14,Fox Searchlight,Comedy,Cyrus,6/18,138,R,"June 18, 2010",1 hrs. 32 min.,FoxS,454,"$7,468,936",2010
"$2,371,600","$7,964,900",,7/8,Focus Features,Documentary,Babies,5/7,139,PG,"May 7, 2010",1 hrs. 19 min.,Focus,543,"$7,320,323",2010
"$34,800","$7,338,100",$6 million,9/2,Anchor Bay Films,Comedy,City Island,3/19,140,PG-13,"March 19, 2010",1 hrs. 40 min.,Anch.,269,"$6,671,036",2010
"$110,500","$7,325,100",$12.5 million,12/26,Fox Searchlight,Drama,Conviction,10/15,141,R,"October 15, 2010",1 hrs. 47 min.,FoxS,672,"$6,783,129",2010
"$93,100","$7,299,500",$2 million,4/21,Roadside Attractions,Drama,Winter's Bone,6/11,142,R,"June 11, 2010",1 hrs. 40 min.,RAtt.,141,"$6,531,503",2010
"$80,200","$7,208,000",$18 million,6/24,Sony Classics,Historical Drama,The Last Station,1/15,143,R,"January 15, 2010",1 hrs. 52 min.,SPC,354,"$6,617,867",2010
"$184,300","$7,047,300",,10/21,Sony Classics,Crime Drama,The Secret in Their Eyes,4/16,144,R,"April 16, 2010",2 hrs. 7 min.,SPC,166,"$6,391,436",2010
"$156,000","$6,938,000",,12/23,Paramount Vantage,Documentary,"Waiting for ""Superman""",9/24,145,PG,"September 24, 2010",1 hrs. 42 min.,ParV,330,"$6,417,135",2010
"$2,174,300","$6,872,100",$8 million,11/25,Focus Features,Drama,It's Kind of a Funny Story,10/8,146,PG-13,"October 8, 2010",1 hrs. 41 min.,Focus,757,"$6,363,628",2010
